"District.Id","Block.Id","Year","SoilPh","ElectricalConductivity","OrganicCarbon","Phosphorous","Potassium","Sulphur","Zinc","Iron","Magnesium","month","meanTemp","meanDewPoint","meanStationPressure","meanVisibility","meanWindSpeed","meanPrecipitation","meanDepth","Yield"
"D20","B98",2014,7.4876386913229,0.133004968181593,0.329181958683696,17.1456207150059,61.5905607193405,19.9201111756442,2.35391645972211,13.5233674904641,3.55455904268772,7,26.7293906810036,74.8290322580645,925.206451612903,1.57096774193548,0.816129032258065,0.624838709677419,10.05,0.670554936010518
"D20","B98",2014,7.4876386913229,0.133004968181593,0.329181958683696,17.1456207150059,61.5905607193405,19.9201111756442,2.35391645972211,13.5233674904641,3.55455904268772,7,26.7293906810036,74.8290322580645,925.206451612903,1.57096774193548,0.816129032258065,0.624838709677419,10.05,0.782167313836577
"D20","B98",2014,7.4876386913229,0.133004968181593,0.329181958683696,17.1456207150059,61.5905607193405,19.9201111756442,2.35391645972211,13.5233674904641,3.55455904268772,7,26.7293906810036,74.8290322580645,925.206451612903,1.57096774193548,0.816129032258065,0.624838709677419,10.05,1.19633225304237
"D20","B98",2014,7.4876386913229,0.133004968181593,0.329181958683696,17.1456207150059,61.5905607193405,19.9201111756442,2.35391645972211,13.5233674904641,3.55455904268772,7,26.7293906810036,74.8290322580645,925.206451612903,1.57096774193548,0.816129032258065,0.624838709677419,10.05,1.32454812509048
"D20","B98",2014,7.4876386913229,0.133004968181593,0.329181958683696,17.1456207150059,61.5905607193405,19.9201111756442,2.35391645972211,13.5233674904641,3.55455904268772,7,26.7293906810036,74.8290322580645,925.206451612903,1.57096774193548,0.816129032258065,0.624838709677419,10.05,0.800615640749975
"D20","B98",2014,7.4876386913229,0.133004968181593,0.329181958683696,17.1456207150059,61.5905607193405,19.9201111756442,2.35391645972211,13.5233674904641,3.55455904268772,7,26.7293906810036,74.8290322580645,925.206451612903,1.57096774193548,0.816129032258065,0.624838709677419,10.05,0.767408652305859
"D20","B98",2015,7.43281346165582,0.220351806591692,0.30619694108188,19.3996095702397,80.5459441395311,24.8491676823292,1.77994650842162,20.5752532169392,4.31127473314893,7,26.3637992831541,74.2903225806452,925.503225806452,1.6258064516129,0.638709677419355,0.717096774193548,12.38,0.638270363912071
"D20","B98",2015,7.43281346165582,0.220351806591692,0.30619694108188,19.3996095702397,80.5459441395311,24.8491676823292,1.77994650842162,20.5752532169392,4.31127473314893,7,26.3637992831541,74.2903225806452,925.503225806452,1.6258064516129,0.638709677419355,0.717096774193548,12.38,1.29226355299204
"D20","B98",2015,7.43281346165582,0.220351806591692,0.30619694108188,19.3996095702397,80.5459441395311,24.8491676823292,1.77994650842162,20.5752532169392,4.31127473314893,7,26.3637992831541,74.2903225806452,925.503225806452,1.6258064516129,0.638709677419355,0.717096774193548,12.38,0.596761628356925
"D20","B98",2015,7.43281346165582,0.220351806591692,0.30619694108188,19.3996095702397,80.5459441395311,24.8491676823292,1.77994650842162,20.5752532169392,4.31127473314893,7,26.3637992831541,74.2903225806452,925.503225806452,1.6258064516129,0.638709677419355,0.717096774193548,12.38,1.04597838869817
"D20","B98",2015,7.43281346165582,0.220351806591692,0.30619694108188,19.3996095702397,80.5459441395311,24.8491676823292,1.77994650842162,20.5752532169392,4.31127473314893,7,26.3637992831541,74.2903225806452,925.503225806452,1.6258064516129,0.638709677419355,0.717096774193548,12.38,1.15113385210454
