"District.Id","Block.Id","Year","SoilPh","ElectricalConductivity","OrganicCarbon","Phosphorous","Potassium","Sulphur","Zinc","Iron","Magnesium","month","meanTemp","meanDewPoint","meanStationPressure","meanVisibility","meanWindSpeed","meanPrecipitation","meanDepth","District","Yield"
"D20","B98",2015,7.43281346165582,0.220351806591692,0.30619694108188,19.3996095702397,80.5459441395311,24.8491676823292,1.77994650842162,20.5752532169392,4.31127473314893,3,18.7903225806452,54.2903225806452,936.767741935484,2.08387096774194,0.919354838709677,3.45645161290323,12.7237037037037,"D20",0.547879671743107
"D20","B101",2015,7.60515873015873,0.511865079365079,0.291170634920635,13.2635515873016,111.63253968254,26.7328373015873,3.89583333333333,20.0188492063492,26.2635205870559,3,18.7903225806452,54.2903225806452,936.767741935484,2.08387096774194,0.919354838709677,3.45645161290323,12.7237037037037,"D20",0.215316444828254
"D20","B97",2015,7.70997017892644,0.429015904572565,0.291754390610972,17.0423359840954,174.516451292247,50.53784926383,2.82409867910999,32.2803479125249,8.82208717539989,3,18.7903225806452,54.2903225806452,936.767741935484,2.08387096774194,0.919354838709677,3.45645161290323,12.7237037037037,"D20",0.564953469960563
"D20","B102",2015,7.45455653368557,0.530761829437735,0.328705067889489,16.0522198647394,104.633311231932,25.4899270653759,4.52300488178676,19.0547493292126,23.6484552375945,3,18.7903225806452,54.2903225806452,936.767741935484,2.08387096774194,0.919354838709677,3.45645161290323,12.7237037037037,"D20",0.537919956116258
"D20","B99",2015,7.49079563182527,0.510820592823713,0.290506227294015,15.8419188767551,108.099872074883,28.976344773791,3.56366821703349,20.5868268330733,23.8248896764557,3,18.7903225806452,54.2903225806452,936.767741935484,2.08387096774194,0.919354838709677,3.45645161290323,12.7237037037037,"D20",0.941758236910586
"D20","B100",2015,7.45061500615006,0.55190036900369,0.298733087330873,11.8912115621156,84.5492066420664,23.7790159901599,4.07752767527675,18.7489729397294,29.2359778597786,3,18.7903225806452,54.2903225806452,936.767741935484,2.08387096774194,0.919354838709677,3.45645161290323,12.7237037037037,"D20",0.609356083563822
"D10","B81",2015,7.99672762622233,0.330128267849885,0.352716791897926,7.12414728682171,129.704236918605,52.9429626937984,5.07613046084527,17.4091248415204,8.86287041699078,3,19.9032258064516,58.1677419354839,9999.9,2.33225806451613,1.75806451612903,0.137096774193548,33.4947826086957,"D10",0.706590827500341
"D10","B80",2015,7.80006128591166,0.488460012859278,0.769931950540849,14.8445410199143,159.577374480333,65.8508611189082,5.04957937970288,27.4667000379579,10.6078981967662,3,19.9032258064516,58.1677419354839,9999.9,2.33225806451613,1.75806451612903,0.137096774193548,33.4947826086957,"D10",1.09531503848897
"D10","B79",2013,7.93055786471754,0.520871963416465,0.743309505457564,27.2791490721156,148.612561406225,82.6185092565766,5.10751428494359,21.4366050848252,23.1968137877228,3,20.9659498207885,60.5677419354839,9999.9,2.34193548387097,1.73870967741935,6.47870967741935,30.1346153846154,"D10",0.890617379042263
"D10","B79",2015,7.90241000958753,0.492779732428445,0.447295647940115,7.23557432918223,206.279263898083,64.3890476784126,3.88662869447594,23.3546227855023,7.46144439102208,3,19.9032258064516,58.1677419354839,9999.9,2.33225806451613,1.75806451612903,0.137096774193548,33.4947826086957,"D10",0.950885739102308
"D10","B78",2015,7.79620405887329,0.445302124168943,0.389847717157965,5.08161512369089,159.079268202869,56.5268548492257,3.51829320485894,17.1027763410701,7.40705551925989,3,19.9032258064516,58.1677419354839,9999.9,2.33225806451613,1.75806451612903,0.137096774193548,33.4947826086957,"D10",0.623772167907806
"D10","B77",2015,7.82528791659364,0.466882811823735,1.65781657854805,7.94259410706629,400.621431537428,69.6324875082308,12.2450435878183,17.5265273208096,16.4870040286693,3,19.9032258064516,58.1677419354839,9999.9,2.33225806451613,1.75806451612903,0.137096774193548,33.4947826086957,"D10",1.14318073380614
"D8","B86",2015,8.12058350458687,0.508956968920866,0.34486646884273,18.0924629080119,317.759910979228,98.517961957586,1.94342702307706,14.3065742117127,5.96803783902779,3,20.1424731182796,58.3274193548387,9999.9,2.33870967741935,1.59354838709677,0.123870967741935,22.1788888888889,"D8",1.14787871287541
"D8","B82",2015,8.15790562352389,0.605095456540212,0.493242825188756,18.1068324659077,178.618437265414,213.979827870654,5.34086230335747,16.4699122054177,8.93496901158431,3,20.1424731182796,58.3274193548387,9999.9,2.33870967741935,1.59354838709677,0.123870967741935,22.1788888888889,"D8",1.22430812093374
"D8","B84",2015,8.12678571428571,0.189464285714286,0.295980659904252,21.4110714285714,100.398928571429,28.71125,1.04553571428571,12.9189285714286,4.96375,3,20.1424731182796,58.3274193548387,9999.9,2.33870967741935,1.59354838709677,0.123870967741935,22.1788888888889,"D8",1.14787871287541
"D8","B83",2015,8.06055468771578,0.341712297112127,0.436758804009514,13.9471659623035,113.648176505485,38.4820083656183,3.20021816599636,13.1492205128205,5.87893365699143,3,20.1424731182796,58.3274193548387,9999.9,2.33870967741935,1.59354838709677,0.123870967741935,22.1788888888889,"D8",1.34403947321339
"D8","B85",2015,7.90571428571429,0.612857142857143,0.345714285714286,10.7754285714286,125.398285714286,266.814571428571,4.33,8.236,6.99457142857143,3,20.1424731182796,58.3274193548387,9999.9,2.33870967741935,1.59354838709677,0.123870967741935,22.1788888888889,"D8",1.37773069453871
"D8","B87",2015,7.84,0.53,0.27,38,0.67,40.52,54.9,7.8,0.93,3,20.1424731182796,58.3274193548387,9999.9,2.33870967741935,1.59354838709677,0.123870967741935,22.1788888888889,"D8",0.683959991183807
"D15","B69",2015,7.89932160683541,0.65926296816899,0.422436252926105,22.3363449803704,341.049297451521,65.4085477834059,1.97104030286548,10.0759371304128,13.6592295519395,3,20.3817204301075,58.4870967741935,9999.9,2.34516129032258,1.42903225806452,0.110645161290323,16.544,"D15",0.740604195961846
"D15","B70",2015,8.01331985211325,0.59384407813829,0.479404784721146,17.2911196798018,378.46784994509,86.2817678767887,3.01615435179407,17.8397724952761,15.0639639753449,3,20.3817204301075,58.4870967741935,9999.9,2.34516129032258,1.42903225806452,0.110645161290323,16.544,"D15",1.06275133214026
"D15","B68",2015,7.9530291848373,0.623100783135996,0.342405233143241,21.8707648440121,386.504992627713,77.3768196271987,2.25668834112849,13.944328108394,13.2963217594072,3,20.3817204301075,58.4870967741935,9999.9,2.34516129032258,1.42903225806452,0.110645161290323,16.544,"D15",1.45289835964701
"D15","B66",2015,7.89390826680626,0.633385150577832,0.48064798523638,13.5758048748879,463.758256238228,76.4729328417274,1.54581675630502,10.5895153196263,5.75450816892527,3,20.3817204301075,58.4870967741935,9999.9,2.34516129032258,1.42903225806452,0.110645161290323,16.544,"D15",0.842751683725086
"D15","B67",2015,7.81643783445226,0.65804544096118,0.426431352019554,36.4181649576016,334.510313858696,77.3902154064123,2.61277707258366,34.3382016799847,27.8727769223719,3,20.3817204301075,58.4870967741935,9999.9,2.34516129032258,1.42903225806452,0.110645161290323,16.544,"D15",0.760282016863411
"D19","B49",2015,7.71440144744179,0.590813724378293,0.899371971886899,15.4947122602536,265.302558699701,73.1628933194093,1.1426224276704,6.46160595354908,6.00898844533598,3,20.3817204301075,58.4870967741935,9999.9,2.34516129032258,1.42903225806452,0.110645161290323,9.28034482758621,"D19",1.14387871926786
